Date,Close,Adj Close
2014-09-17,27921.614253245993,27921.614253245993
2014-09-18,25851.79207024048,25851.79207024048
2014-09-19,23960.168090337538,23960.168090337538
2014-09-20,24816.382694681408,24816.382694681408
2014-09-21,24204.44681649946,24204.44681649946
2014-09-22,24472.156403997564,24472.156403997564
2014-09-23,26583.250091552734,26583.250091552734
2014-09-24,25807.03988744889,25807.03988744889
2014-09-25,25027.815816980903,25027.815816980903
2014-09-26,24868.093178203562,24868.093178203562
2014-09-27,24566.48479503172,24566.48479503172
2014-09-28,23192.860308073577,23192.860308073577
2014-09-29,22955.30227116309,22955.30227116309
2014-09-30,23817.5645902229,23817.5645902229
2014-10-01,23715.078579219058,23715.078579219058
2014-10-02,23146.818247831776,23146.818247831776
2014-10-03,22088.41638128541,22088.41638128541
2014-10-04,20205.52642337128,20205.52642337128
2014-10-05,19692.134559846483,19692.134559846483
2014-10-06,20312.40152366145,20312.40152366145
2014-10-07,20578.006679516286,20578.006679516286
2014-10-08,21624.634111148072,21624.634111148072
2014-10-09,22222.783329342958,22222.783329342958
2014-10-10,22062.51412058808,22062.51412058808
2014-10-11,22107.48583113053,22107.48583113053
2014-10-12,23099.06083856919,23099.06083856919
2014-10-13,23923.789134104736,23923.789134104736
2014-10-14,24454.271651520394,24454.271651520394
2014-10-15,24236.30003294139,24236.30003294139
2014-10-16,23478.60979330493,23478.60979330493
2014-10-17,23686.694598797243,23686.694598797243
2014-10-18,24160.973539819708,24160.973539819708
2014-10-19,24043.946973735234,24043.946973735234
2014-10-20,23490.604239176027,23490.604239176027
2014-10-21,23663.09192138596,23663.09192138596
2014-10-22,23427.429548463668,23427.429548463668
2014-10-23,21899.277675755322,21899.277675755322
2014-10-24,21905.630307375337,21905.630307375337
2014-10-25,21228.67636213638,21228.67636213638
2014-10-26,21683.05651076173,21683.05651076173
2014-10-27,21589.866407643072,21589.866407643072
2014-10-28,21921.268987420597,21921.268987420597
2014-10-29,20531.79309818335,20531.79309818335
2014-10-30,21161.326192823937,21161.326192823937
2014-10-31,20784.0744236107,20784.0744236107
2014-11-01,20011.737444642466,20011.737444642466
2014-11-02,20020.522693412844,20020.522693412844
2014-11-03,20111.15921775496,20111.15921775496
2014-11-04,20296.50487081823,20296.50487081823
2014-11-05,20806.416892893263,20806.416892893263
2014-11-06,21435.927451319876,21435.927451319876
2014-11-07,21056.126130902558,21056.126130902558
2014-11-08,21245.093999892822,21245.093999892822
2014-11-09,22338.19362848706,22338.19362848706
2014-11-10,22570.59688198194,22570.59688198194
2014-11-11,22624.273351812735,22624.273351812735
2014-11-12,26044.766886165016,26044.766886165016
2014-11-13,25819.6645938945,25819.6645938945
2014-11-14,24502.80305807246,24502.80305807246
2014-11-15,23167.1590358729,23167.1590358729
2014-11-16,23890.81473922066,23890.81473922066
2014-11-17,23906.172287123045,23906.172287123045
2014-11-18,23195.86653171014,23195.86653171014
2014-11-19,23487.092468896648,23487.092468896648
2014-11-20,22163.89359489258,22163.89359489258
2014-11-21,21725.560322885984,21725.560322885984
2014-11-22,21853.8661099585,21853.8661099585
2014-11-23,22761.222881448455,22761.222881448455
2014-11-24,23277.405187696684,23277.405187696684
2014-11-25,23216.399586221552,23216.399586221552
2014-11-26,22780.000554255676,22780.000554255676
2014-11-27,22841.170124068274,22841.170124068274
2014-11-28,23284.375973522547,23284.375973522547
2014-11-29,23225.244897531462,23225.244897531462
2014-11-30,23383.341152068693,23383.341152068693
2014-12-01,23590.17609563889,23590.17609563889
2014-12-02,23621.702481085667,23621.702481085667
2014-12-03,23171.117808179,23171.117808179
2014-12-04,22862.22489340417,22862.22489340417
2014-12-05,23283.17127986066,23283.17127986066
2014-12-06,23155.342235819553,23155.342235819553
2014-12-07,23174.494815275422,23174.494815275422
2014-12-08,22406.147633364657,22406.147633364657
2014-12-09,21773.474059255794,21773.474059255794
2014-12-10,21430.641421299428,21430.641421299428
2014-12-11,21732.423682119,21732.423682119
2014-12-12,22024.3557273075,22024.3557273075
2014-12-13,21701.62114189868,21701.62114189868
2014-12-14,21967.505068913335,21967.505068913335
2014-12-15,21590.279323809664,21590.279323809664
2014-12-16,20659.852916702628,20659.852916702628
2014-12-17,20354.701751125976,20354.701751125976
2014-12-18,19779.251364538446,19779.251364538446
2014-12-19,20018.705397223122,20018.705397223122
2014-12-20,20781.618912095204,20781.618912095204
2014-12-21,20207.654402350076,20207.654402350076
2014-12-22,20988.470332450233,20988.470332450233
2014-12-23,21152.644841949223,21152.644841949223
2014-12-24,20459.298572097905,20459.298572097905
2014-12-25,20225.10740815429,20225.10740815429
2014-12-26,20827.437885399908,20827.437885399908
2014-12-27,20061.40729189478,20061.40729189478
2014-12-28,20148.80163024366,20148.80163024366
2014-12-29,19882.686201579287,19882.686201579287
2014-12-30,19782.449040421052,19782.449040421052
2014-12-31,20293.19099309016,20293.19099309016
