Date,Close,Adj Close
1993-01-29,43.9375,24.380434036254883
1993-02-01,44.25,24.553850173950195
1993-02-02,44.34375,24.605873107910156
1993-02-03,44.8125,24.865970611572266
1993-02-04,45.0,24.970016479492188
1993-02-05,44.96875,24.95267677307129
1993-02-08,44.96875,24.95267677307129
1993-02-09,44.65625,24.779266357421875
1993-02-10,44.71875,24.813953399658203
1993-02-11,44.9375,24.93534278869629
1993-02-12,44.59375,24.74457550048828
1993-02-16,43.46875,24.120336532592773
1993-02-17,43.4375,24.102998733520508
1993-02-18,43.40625,24.08565902709961
1993-02-19,43.5625,24.17235565185547
1993-02-22,43.71875,24.25907325744629
1993-02-23,43.6875,24.241714477539062
1993-02-24,44.25,24.553850173950195
1993-02-25,44.34375,24.605873107910156
1993-02-26,44.40625,24.640548706054688
1993-03-01,44.28125,24.571182250976562
1993-03-02,44.9375,24.93534278869629
1993-03-03,45.125,25.03936767578125
1993-03-04,44.875,24.900657653808594
1993-03-05,44.75,24.831283569335938
1993-03-08,45.75,25.38618278503418
1993-03-09,45.59375,25.299470901489258
1993-03-10,45.6875,25.351503372192383
1993-03-11,45.5625,25.282127380371094
1993-03-12,45.09375,25.022022247314453
1993-03-15,45.3125,25.143404006958008
1993-03-16,45.3125,25.143404006958008
1993-03-17,45.03125,24.987354278564453
1993-03-18,45.3125,25.143404006958008
1993-03-19,45.03125,25.10536766052246
1993-03-22,44.78125,24.965978622436523
1993-03-23,44.875,25.018259048461914
1993-03-24,44.875,25.018259048461914
1993-03-25,45.15625,25.175045013427734
1993-03-26,44.90625,25.03567886352539
1993-03-29,45.09375,25.140195846557617
1993-03-30,45.21875,25.209896087646484
1993-03-31,45.1875,25.19248390197754
1993-04-01,45.03125,25.10536766052246
1993-04-02,44.09375,24.58270835876465
1993-04-05,44.3125,24.704654693603516
1993-04-06,44.1875,24.634965896606445
1993-04-07,44.34375,24.722082138061523
1993-04-08,44.28125,24.687232971191406
1993-04-12,44.90625,25.03567886352539
1993-04-13,45.0,25.087949752807617
1993-04-14,44.9375,25.05310821533203
1993-04-15,44.9375,25.05310821533203
1993-04-16,44.9375,25.05310821533203
1993-04-19,44.75,24.948558807373047
1993-04-20,44.53125,24.826618194580078
1993-04-21,44.5,24.809194564819336
1993-04-22,43.9375,24.495580673217773
1993-04-23,43.75,24.39105987548828
1993-04-26,43.40625,24.199413299560547
1993-04-27,43.875,24.460731506347656
1993-04-28,43.78125,24.408472061157227
1993-04-29,43.96875,24.513011932373047
1993-04-30,44.03125,24.547861099243164
1993-05-03,44.3125,24.704654693603516
1993-05-04,44.46875,24.791784286499023
1993-05-05,44.59375,24.861438751220703
1993-05-06,44.4375,24.774333953857422
1993-05-07,44.34375,24.722082138061523
1993-05-10,44.4375,24.774333953857422
1993-05-11,44.625,24.87888526916504
1993-05-12,44.5625,24.84402084350586
1993-05-13,44.03125,24.547861099243164
1993-05-14,44.0,24.530427932739258
1993-05-17,44.15625,24.617538452148438
1993-05-18,44.125,24.600130081176758
1993-05-19,45.03125,25.10536766052246
1993-05-20,45.15625,25.175045013427734
1993-05-21,44.75,24.948558807373047
1993-05-24,44.9375,25.05310821533203
1993-05-25,45.03125,25.10536766052246
1993-05-26,45.59375,25.418954849243164
1993-05-27,45.4375,25.33184242248535
1993-05-28,45.21875,25.209896087646484
1993-06-01,45.65625,25.45380210876465
1993-06-02,45.59375,25.418954849243164
1993-06-03,45.4375,25.33184242248535
1993-06-04,45.28125,25.244747161865234
1993-06-07,45.125,25.157623291015625
1993-06-08,44.71875,24.931142807006836
1993-06-09,44.875,25.018259048461914
1993-06-10,44.90625,25.03567886352539
1993-06-11,45.09375,25.140195846557617
1993-06-14,45.03125,25.10536766052246
1993-06-15,44.9375,25.05310821533203
1993-06-16,45.03125,25.10536766052246
1993-06-17,45.1875,25.19248390197754
1993-06-18,44.5,24.98500633239746
1993-06-21,44.59375,25.037654876708984
1993-06-22,44.625,25.055191040039062
1993-06-23,44.21875,24.827098846435547
1993-06-24,44.8125,25.160480499267578
1993-06-25,44.78125,25.142925262451172
1993-06-28,45.28125,25.423669815063477
1993-06-29,45.0625,25.30084228515625
1993-06-30,45.0625,25.30084228515625
1993-07-01,44.9375,25.230663299560547
1993-07-02,44.6875,25.090290069580078
1993-07-06,44.21875,24.827098846435547
1993-07-07,44.34375,24.89727783203125
1993-07-08,44.84375,25.178016662597656
1993-07-09,44.96875,25.248186111450195
1993-07-12,44.9375,25.230663299560547
1993-07-13,44.90625,25.21311378479004
1993-07-14,45.0625,25.30084228515625
1993-07-15,44.875,25.19556999206543
1993-07-16,44.75,25.12537956237793
1993-07-19,44.71875,25.10783576965332
1993-07-20,44.84375,25.178016662597656
1993-07-21,44.8125,25.160480499267578
1993-07-22,44.5,24.98500633239746
1993-07-23,44.71875,25.10783576965332
1993-07-26,44.96875,25.248186111450195
1993-07-27,44.9375,25.230663299560547
1993-07-28,44.84375,25.178016662597656
1993-07-29,45.09375,25.318378448486328
1993-07-30,44.84375,25.178016662597656
1993-08-02,44.96875,25.248186111450195
1993-08-03,45.0,25.2657470703125
1993-08-04,45.0,25.2657470703125
1993-08-05,44.90625,25.21311378479004
1993-08-06,44.96875,25.248186111450195
1993-08-09,45.21875,25.3885555267334
1993-08-10,45.1875,25.371023178100586
1993-08-11,45.1875,25.371023178100586
1993-08-12,45.0625,25.30084228515625
1993-08-13,45.125,25.335926055908203
1993-08-16,45.375,25.476293563842773
1993-08-17,45.53125,25.564022064208984
1993-08-18,45.78125,25.704387664794922
1993-08-19,45.78125,25.704387664794922
1993-08-20,45.8125,25.721939086914062
1993-08-23,45.71875,25.6693058013916
1993-08-24,46.21875,25.950021743774414
1993-08-25,46.25,25.96758460998535
1993-08-26,46.28125,25.985109329223633
1993-08-27,46.25,25.96758460998535
1993-08-30,46.4375,26.072839736938477
1993-08-31,46.5625,26.143014907836914
1993-09-01,46.5,26.107938766479492
1993-09-02,46.34375,26.020204544067383
1993-09-03,46.375,26.037752151489258
1993-09-07,46.0625,25.8622989654541
1993-09-08,45.90625,25.77457618713379
1993-09-09,46.0,25.82721519470215
1993-09-10,46.40625,26.055295944213867
1993-09-13,46.4375,26.072839736938477
1993-09-14,46.25,25.96758460998535
1993-09-15,46.375,26.037752151489258
1993-09-16,46.1875,25.932470321655273
1993-09-17,45.8125,25.88220977783203
1993-09-20,45.4375,25.670345306396484
1993-09-21,45.28125,25.58207130432129
1993-09-22,45.65625,25.793928146362305
1993-09-23,45.90625,25.935165405273438
1993-09-24,45.78125,25.864540100097656
1993-09-27,46.28125,26.14701271057129
1993-09-28,46.1875,26.094043731689453
1993-09-29,46.03125,26.005796432495117
1993-09-30,45.9375,25.95281982421875
1993-10-01,46.15625,26.0764102935791
1993-10-04,46.21875,26.111711502075195
1993-10-05,46.15625,26.0764102935791
1993-10-06,46.125,26.05874252319336
1993-10-07,46.0,25.98813819885254
1993-10-08,46.0625,26.023439407348633
1993-10-11,46.15625,26.0764102935791
1993-10-12,46.21875,26.111711502075195
1993-10-13,46.21875,26.111711502075195
1993-10-14,46.8125,26.44715690612793
1993-10-15,47.0625,26.58839988708496
1993-10-18,46.9375,26.517776489257812
1993-10-19,46.59375,26.323585510253906
1993-10-20,46.65625,26.358875274658203
1993-10-21,46.59375,26.323585510253906
1993-10-22,46.375,26.199987411499023
1993-10-25,46.5,26.27060317993164
1993-10-26,46.46875,26.252960205078125
1993-10-27,46.5,26.27060317993164
1993-10-28,46.84375,26.464818954467773
1993-10-29,46.84375,26.464818954467773
1993-11-01,46.96875,26.53543472290039
1993-11-02,46.9375,26.517776489257812
1993-11-03,46.34375,26.182331085205078
1993-11-04,45.84375,25.899860382080078
1993-11-05,46.0625,26.023439407348633
1993-11-08,46.125,26.05874252319336
1993-11-09,46.15625,26.0764102935791
1993-11-10,46.5,26.27060317993164
1993-11-11,46.375,26.199987411499023
1993-11-12,46.59375,26.323585510253906
1993-11-15,46.5625,26.305917739868164
1993-11-16,46.78125,26.42951011657715
1993-11-17,46.53125,26.28826141357422
1993-11-18,46.40625,26.217649459838867
1993-11-19,46.3125,26.164682388305664
1993-11-22,46.03125,26.005796432495117
1993-11-23,46.28125,26.14701271057129
1993-11-24,46.46875,26.252960205078125
1993-11-26,46.5,26.27060317993164
1993-11-29,46.3125,26.164682388305664
1993-11-30,46.34375,26.182331085205078
1993-12-01,46.40625,26.217649459838867
1993-12-02,46.53125,26.28826141357422
1993-12-03,46.71875,26.39419174194336
1993-12-06,46.875,26.48245620727539
1993-12-07,46.84375,26.464818954467773
1993-12-08,46.84375,26.464818954467773
1993-12-09,46.6875,26.376535415649414
1993-12-10,46.59375,26.323585510253906
1993-12-13,46.875,26.48245620727539
1993-12-14,46.53125,26.28826141357422
1993-12-15,46.46875,26.252960205078125
1993-12-16,46.625,26.341232299804688
1993-12-17,46.5625,26.48598289489746
1993-12-20,46.625,26.52155113220215
1993-12-21,46.46875,26.432666778564453
1993-12-22,46.78125,26.610431671142578
1993-12-23,46.75,26.59265899658203
1993-12-27,47.0,26.734851837158203
1993-12-28,47.09375,26.788171768188477
1993-12-29,47.03125,26.75263786315918
1993-12-30,46.84375,26.645984649658203
1993-12-31,46.59375,26.503772735595703
1994-01-03,46.46875,26.432666778564453
1994-01-04,46.65625,26.53931999206543
1994-01-05,46.75,26.59265899658203
1994-01-06,46.75,26.59265899658203
1994-01-07,47.03125,26.75263786315918
1994-01-10,47.59375,27.07260513305664
1994-01-11,47.5,27.019283294677734
1994-01-12,47.34375,26.93039321899414
1994-01-13,47.21875,26.85927963256836
1994-01-14,47.40625,26.965946197509766
1994-01-17,47.40625,26.965946197509766
1994-01-18,47.46875,27.00149917602539
1994-01-19,47.34375,26.93039321899414
1994-01-20,47.46875,27.00149917602539
1994-01-21,47.375,26.94817543029785
1994-01-24,47.1875,26.841522216796875
1994-01-25,47.1875,26.841522216796875
1994-01-26,47.3125,26.912614822387695
1994-01-27,47.75,27.16148567199707
1994-01-28,47.875,27.23259735107422
1994-01-31,48.21875,27.428112030029297
1994-02-01,47.96875,27.28592300415039
1994-02-02,48.28125,27.46366310119629
1994-02-03,48.0625,27.339235305786133
1994-02-04,46.96875,26.71708106994629
1994-02-07,47.1875,26.841522216796875
1994-02-08,47.21875,26.85927963256836
1994-02-09,47.40625,26.965946197509766
1994-02-10,47.0,26.734851837158203
1994-02-11,47.15625,26.8237247467041
1994-02-14,47.21875,26.85927963256836
1994-02-15,47.46875,27.00149917602539
1994-02-16,47.4375,26.983718872070312
1994-02-17,47.15625,26.8237247467041
1994-02-18,46.875,26.663740158081055
1994-02-22,47.34375,26.93039321899414
