Date,Close
1993-01-29,24.38043785095215
1993-02-01,24.55384063720703
1993-02-02,24.60586166381836
1993-02-03,24.865978240966797
1993-02-04,24.97001838684082
1993-02-05,24.952661514282227
1993-02-08,24.952661514282227
1993-02-09,24.779277801513672
1993-02-10,24.8139591217041
1993-02-11,24.935331344604492
1993-02-12,24.744604110717773
1993-02-16,24.12033462524414
1993-02-17,24.102996826171875
1993-02-18,24.085651397705078
1993-02-19,24.1723690032959
1993-02-22,24.259063720703125
1993-02-23,24.24173355102539
1993-02-24,24.55384063720703
1993-02-25,24.60586166381836
1993-02-26,24.64053726196289
1993-03-01,24.571182250976562
1993-03-02,24.935331344604492
1993-03-03,25.03936767578125
1993-03-04,24.900653839111328
1993-03-05,24.831287384033203
1993-03-08,25.38616943359375
1993-03-09,25.299484252929688
1993-03-10,25.35150909423828
1993-03-11,25.28214454650879
1993-03-12,25.02202796936035
1993-03-15,25.143407821655273
1993-03-16,25.143407821655273
1993-03-17,24.987350463867188
1993-03-18,25.143407821655273
1993-03-19,25.105361938476562
1993-03-22,24.965980529785156
1993-03-23,25.01825714111328
1993-03-24,25.01825714111328
1993-03-25,25.175064086914062
1993-03-26,25.035669326782227
1993-03-29,25.14020538330078
1993-03-30,25.209897994995117
1993-03-31,25.19248390197754
1993-04-01,25.105361938476562
1993-04-02,24.58270263671875
1993-04-05,24.70467185974121
1993-04-06,24.634958267211914
1993-04-07,24.722068786621094
1993-04-08,24.68722915649414
1993-04-12,25.035669326782227
1993-04-13,25.087955474853516
1993-04-14,25.053096771240234
1993-04-15,25.053096771240234
1993-04-16,25.053096771240234
1993-04-19,24.948566436767578
1993-04-20,24.826616287231445
1993-04-21,24.80918312072754
1993-04-22,24.495588302612305
1993-04-23,24.391056060791016
1993-04-26,24.199403762817383
1993-04-27,24.460739135742188
1993-04-28,24.408485412597656
1993-04-29,24.513010025024414
1993-04-30,24.547861099243164
1993-05-03,24.70467185974121
1993-05-04,24.79176902770996
1993-05-05,24.861469268798828
1993-05-06,24.774330139160156
1993-05-07,24.722068786621094
1993-05-10,24.774330139160156
1993-05-11,24.878870010375977
1993-05-12,24.844038009643555
1993-05-13,24.547861099243164
1993-05-14,24.530433654785156
1993-05-17,24.617544174194336
1993-05-18,24.600130081176758
1993-05-19,25.105361938476562
1993-05-20,25.175064086914062
1993-05-21,24.948566436767578
1993-05-24,25.053096771240234
1993-05-25,25.105361938476562
1993-05-26,25.41897201538086
1993-05-27,25.33185386657715
1993-05-28,25.209897994995117
1993-06-01,25.453807830810547
1993-06-02,25.41897201538086
1993-06-03,25.33185386657715
1993-06-04,25.244747161865234
1993-06-07,25.157625198364258
1993-06-08,24.93115234375
1993-06-09,25.01825714111328
1993-06-10,25.035669326782227
1993-06-11,25.14020538330078
1993-06-14,25.105361938476562
1993-06-15,25.053096771240234
1993-06-16,25.105361938476562
1993-06-17,25.19248390197754
1993-06-18,24.985017776489258
1993-06-21,25.03766441345215
1993-06-22,25.05518913269043
1993-06-23,24.827098846435547
1993-06-24,25.160486221313477
1993-06-25,25.142925262451172
1993-06-28,25.42365074157715
1993-06-29,25.300840377807617
1993-06-30,25.300840377807617
1993-07-01,25.230648040771484
1993-07-02,25.09029769897461
1993-07-06,24.827098846435547
1993-07-07,24.897287368774414
1993-07-08,25.178020477294922
1993-07-09,25.248188018798828
1993-07-12,25.230648040771484
1993-07-13,25.213109970092773
1993-07-14,25.300840377807617
1993-07-15,25.195566177368164
1993-07-16,25.12537384033203
1993-07-19,25.107845306396484
1993-07-20,25.178020477294922
1993-07-21,25.160486221313477
1993-07-22,24.985017776489258
1993-07-23,25.107845306396484
1993-07-26,25.248188018798828
1993-07-27,25.230648040771484
1993-07-28,25.178020477294922
1993-07-29,25.31838035583496
1993-07-30,25.178020477294922
1993-08-02,25.248188018798828
1993-08-03,25.2657413482666
1993-08-04,25.2657413482666
1993-08-05,25.213109970092773
1993-08-06,25.248188018798828
1993-08-09,25.388551712036133
1993-08-10,25.37101936340332
1993-08-11,25.37101936340332
1993-08-12,25.300840377807617
1993-08-13,25.335918426513672
1993-08-16,25.476287841796875
1993-08-17,25.564022064208984
1993-08-18,25.70438003540039
1993-08-19,25.70438003540039
1993-08-20,25.72193145751953
1993-08-23,25.66930389404297
1993-08-24,25.95003318786621
1993-08-25,25.967573165893555
1993-08-26,25.98512077331543
1993-08-27,25.967573165893555
1993-08-30,26.07286262512207
1993-08-31,26.143022537231445
1993-09-01,26.10793685913086
1993-09-02,26.02020263671875
1993-09-03,26.037763595581055
1993-09-07,25.862306594848633
1993-09-08,25.774566650390625
1993-09-09,25.827213287353516
1993-09-10,26.055286407470703
1993-09-13,26.07286262512207
1993-09-14,25.967573165893555
1993-09-15,26.037763595581055
1993-09-16,25.932498931884766
1993-09-17,25.88219451904297
1993-09-20,25.670352935791016
1993-09-21,25.582077026367188
1993-09-22,25.793914794921875
1993-09-23,25.93516731262207
1993-09-24,25.864551544189453
1993-09-27,26.147016525268555
1993-09-28,26.094053268432617
1993-09-29,26.005788803100586
1993-09-30,25.952823638916016
1993-10-01,26.07639503479004
1993-10-04,26.111719131469727
1993-10-05,26.07639503479004
1993-10-06,26.058731079101562
1993-10-07,25.98813247680664
1993-10-08,26.023447036743164
1993-10-11,26.07639503479004
1993-10-12,26.111719131469727
1993-10-13,26.111719131469727
1993-10-14,26.447158813476562
1993-10-15,26.588390350341797
1993-10-18,26.517793655395508
1993-10-19,26.323577880859375
1993-10-20,26.358877182006836
1993-10-21,26.323577880859375
1993-10-22,26.199989318847656
1993-10-25,26.27061653137207
1993-10-26,26.252954483032227
1993-10-27,26.27061653137207
1993-10-28,26.46480941772461
1993-10-29,26.46480941772461
1993-11-01,26.53542137145996
1993-11-02,26.517793655395508
1993-11-03,26.182327270507812
1993-11-04,25.899860382080078
1993-11-05,26.023447036743164
1993-11-08,26.058731079101562
1993-11-09,26.07639503479004
1993-11-10,26.27061653137207
1993-11-11,26.199989318847656
1993-11-12,26.323577880859375
1993-11-15,26.30591583251953
1993-11-16,26.429508209228516
1993-11-17,26.28826141357422
1993-11-18,26.2176456451416
1993-11-19,26.16468048095703
1993-11-22,26.005788803100586
1993-11-23,26.147016525268555
1993-11-24,26.252954483032227
1993-11-26,26.27061653137207
1993-11-29,26.16468048095703
1993-11-30,26.182327270507812
1993-12-01,26.2176456451416
1993-12-02,26.28826141357422
1993-12-03,26.394182205200195
1993-12-06,26.48246955871582
1993-12-07,26.46480941772461
1993-12-08,26.46480941772461
1993-12-09,26.37653350830078
1993-12-10,26.323577880859375
1993-12-13,26.48246955871582
1993-12-14,26.28826141357422
1993-12-15,26.252954483032227
1993-12-16,26.34123420715332
1993-12-17,26.485984802246094
1993-12-20,26.52154541015625
1993-12-21,26.43266487121582
1993-12-22,26.610424041748047
1993-12-23,26.592662811279297
1993-12-27,26.734859466552734
1993-12-28,26.788185119628906
1993-12-29,26.752626419067383
1993-12-30,26.64598846435547
1993-12-31,26.503772735595703
1994-01-03,26.43266487121582
1994-01-04,26.539323806762695
1994-01-05,26.592662811279297
1994-01-06,26.592662811279297
1994-01-07,26.752626419067383
1994-01-10,27.072616577148438
1994-01-11,27.01926040649414
1994-01-12,26.930395126342773
1994-01-13,26.859285354614258
1994-01-14,26.9659481048584
1994-01-17,26.9659481048584
1994-01-18,27.00149154663086
1994-01-19,26.930395126342773
1994-01-20,27.00149154663086
1994-01-21,26.94816780090332
1994-01-24,26.841535568237305
1994-01-25,26.841535568237305
1994-01-26,26.912614822387695
1994-01-27,27.161460876464844
1994-01-28,27.232593536376953
1994-01-31,27.428112030029297
1994-02-01,27.285903930664062
1994-02-02,27.463653564453125
1994-02-03,27.3392333984375
1994-02-04,26.71709632873535
1994-02-07,26.841535568237305
1994-02-08,26.859285354614258
1994-02-09,26.9659481048584
1994-02-10,26.734859466552734
1994-02-11,26.82372283935547
1994-02-14,26.859285354614258
1994-02-15,27.00149154663086
1994-02-16,26.983722686767578
1994-02-17,26.82372283935547
1994-02-18,26.66374397277832
1994-02-22,26.930395126342773
1994-02-23,26.859285354614258
1994-02-24,26.503772735595703
1994-02-25,26.628204345703125
1994-02-28,26.628204345703125
1994-03-01,26.52154541015625
1994-03-02,26.557096481323242
1994-03-03,26.485984802246094
1994-03-04,26.557096481323242
1994-03-07,26.69931983947754
1994-03-08,26.592662811279297
1994-03-09,26.71709632873535
1994-03-10,26.503772735595703
1994-03-11,26.64598846435547
1994-03-14,26.681533813476562
1994-03-15,26.66374397277832
1994-03-16,26.877073287963867
1994-03-17,26.877073287963867
1994-03-18,26.871204376220703
1994-03-21,26.79969596862793
1994-03-22,26.871204376220703
1994-03-23,26.853334426879883
1994-03-24,26.531522750854492
1994-03-25,26.281221389770508
1994-03-28,26.316974639892578
1994-03-29,25.798498153686523
1994-03-30,25.440933227539062
1994-03-31,25.512439727783203
1994-04-04,25.119123458862305
1994-04-05,25.637590408325195
1994-04-06,25.637590408325195
1994-04-07,25.76275062561035
1994-04-08,25.56607437133789
1994-04-11,25.673343658447266
1994-04-12,25.637590408325195
1994-04-13,25.503503799438477
1994-04-14,25.512439727783203
1994-04-15,25.512439727783203
1994-04-18,25.342594146728516
1994-04-19,25.37835693359375
1994-04-20,25.351533889770508
1994-04-21,25.69122886657715
1994-04-22,25.664417266845703
1994-04-25,25.932584762573242
1994-04-26,25.90577507019043
1994-04-28,25.71805763244629
1994-04-29,25.798498153686523
1994-05-02,25.95940399169922
1994-05-03,25.932584762573242
1994-05-04,25.88789176940918
1994-05-05,25.85213279724121
1994-05-06,25.601842880249023
1994-05-09,25.37835693359375
1994-05-10,25.57502555847168
1994-05-11,25.342594146728516
1994-05-12,25.467756271362305
1994-05-13,25.467756271362305
1994-05-16,25.4766788482666
1994-05-17,25.85213279724121
1994-05-18,26.039854049682617
1994-05-19,26.16498374938965
1994-05-20,26.06666374206543
1994-05-23,26.021984100341797
1994-05-24,26.12924575805664
1994-05-25,26.200756072998047
1994-05-26,26.2186336517334
1994-05-27,26.24544906616211
1994-05-31,26.20969009399414
1994-06-01,26.32590675354004
1994-06-02,26.29907989501953
1994-06-03,26.4510498046875
1994-06-06,26.442138671875
1994-06-07,26.406360626220703
1994-06-08,26.191823959350586
1994-06-09,26.33484649658203
1994-06-10,26.37954330444336
1994-06-13,26.41529655456543
1994-06-14,26.620885848999023
1994-06-15,26.513633728027344
1994-06-16,26.567264556884766
1994-06-17,26.418983459472656
1994-06-20,26.19403076171875
1994-06-21,25.96906280517578
1994-06-22,26.068038940429688
1994-06-23,25.91507339477539
1994-06-24,25.375179290771484
1994-06-27,25.816089630126953
1994-06-28,25.690114974975586
1994-06-29,25.771093368530273
1994-06-30,25.6091251373291
1994-07-01,25.663127899169922
1994-07-05,25.79810333251953
1994-07-06,25.762100219726562
1994-07-07,25.870079040527344
1994-07-08,25.86107635498047
1994-07-11,25.771093368530273
1994-07-12,25.807090759277344
1994-07-13,25.852083206176758
1994-07-14,26.131031036376953
1994-07-15,26.1400203704834
1994-07-18,26.1850528717041
1994-07-19,26.131031036376953
1994-07-20,26.014053344726562
1994-07-21,26.068038940429688
1994-07-22,26.113040924072266
1994-07-25,26.149023056030273
1994-07-26,26.122024536132812
1994-07-27,26.122024536132812
1994-07-28,26.176023483276367
1994-07-29,26.436962127685547
1994-08-01,26.56294059753418
1994-08-02,26.59894371032715
1994-08-03,26.607938766479492
1994-08-04,26.45496940612793
1994-08-05,26.36498260498047
1994-08-08,26.42797088623047
1994-08-09,26.472957611083984
1994-08-10,26.57193946838379
1994-08-11,26.472957611083984
1994-08-12,26.679920196533203
1994-08-15,26.67093276977539
1994-08-16,26.859888076782227
1994-08-17,26.84189224243164
1994-08-18,26.751922607421875
1994-08-19,26.733919143676758
1994-08-22,26.706928253173828
1994-08-23,26.859888076782227
1994-08-24,27.14783477783203
1994-08-25,27.075849533081055
1994-08-26,27.462787628173828
