Date,Close,log_return,volatility,drawdown,ma_50,ma_distance,trend_slope,trend_strength,boll_width,state,Clustering_regime_label,rule_20_regime
1993-04-27,24.460739135742188,0.0107413529849978,0.0075203932990245,-0.0364541133420047,24.83062717437744,-0.0148964436555568,-0.0275614014245521,0.0275614014245521,0.0475080572754279,1,Bull,Bull
1993-04-28,24.408485412597656,-0.0021385132889475,0.0074580635285317,-0.0385124673320077,24.83639019012451,-0.0172289440716308,-0.0270635102924554,0.0270635102924554,0.0472142332989599,1,Bull,Bull
1993-04-29,24.51301002502441,0.0042731633831983,0.0075721754483695,-0.0343950831516108,24.844590454101564,-0.013346182127241,-0.0241422380719872,0.0241422380719872,0.0450025264174861,1,Bull,Bull
1993-04-30,24.547861099243164,0.0014207281396461,0.0075797501926848,-0.0330222460912612,24.853834648132324,-0.0123109191487339,-0.0210769380841944,0.0210769380841944,0.0431354894927715,1,Bull,Bull
1993-05-03,24.70467185974121,0.0063676436896059,0.006128118408734,-0.026845230653456,24.86448070526123,-0.0064271941736632,-0.0231856525392466,0.0231856525392466,0.0425855057333806,1,Bull,Bull
1993-05-04,24.79176902770996,0.0035193341704504,0.0060785140374761,-0.0234143401366105,24.875134811401367,-0.0033513701261709,-0.0223077042658536,0.0223077042658536,0.0425179058301629,1,Bull,Bull
1993-05-05,24.861469268798828,0.0028074820197556,0.0060625921818577,-0.0206687411492882,24.88752952575684,-0.0010471210865279,-0.0216657523822073,0.0216657523822073,0.042553782954152,1,Bull,Bull
1993-05-06,24.77433013916016,-0.0035111439807522,0.0060792122036116,-0.0241012846004225,24.8919393157959,-0.0047247896254152,-0.021233834001355,0.021233834001355,0.0427275654542697,1,Bull,Bull
1993-05-07,24.722068786621094,-0.0021117242100189,0.0060904312936917,-0.0261599391239328,24.894263458251952,-0.0069170422302162,-0.0221771942941773,0.0221771942941773,0.0427827098766841,1,Bull,Bull
1993-05-10,24.77433013916016,0.0021117242100188,0.0051676743840775,-0.0241012846004225,24.896939315795898,-0.004924668654269,-0.0169246673583986,0.0169246673583986,0.0411995401721878,1,Bull,Bull
1993-05-11,24.878870010375977,0.0042108071732098,0.0052454205760219,-0.0199832993530114,24.90309307098389,-0.0009726928514005,-0.0089601516723634,0.0089601516723634,0.0391471980373122,1,Bull,Bull
1993-05-12,24.844038009643555,-0.0014010446217714,0.005245524672566,-0.0213553850795932,24.901267204284668,-0.0022982442689208,-0.0017292223478618,0.0017292223478618,0.0374118976099301,1,Bull,Bull
1993-05-13,24.547861099243164,-0.011993078450498,0.0058462201926359,-0.0330222460912612,24.891437072753902,-0.0138029786109384,0.0015849823342229,0.0015849823342229,0.035749397492052,1,Bull,Bull
1993-05-14,24.53043365478516,-0.0007101895156641,0.0058418626352857,-0.0337087397548126,24.884032669067384,-0.0142098758261868,0.0054099764142715,0.0054099764142715,0.0330724320123684,1,Bull,Bull
1993-05-17,24.617544174194336,0.0035448298984017,0.0058795282119746,-0.0302773233043298,24.879757804870607,-0.0105392356602819,0.0096148870941387,0.0096148870941387,0.0309424856028509,1,Bull,Bull
1993-05-18,24.60013008117676,-0.0007076357835964,0.0057948227937091,-0.0309632910342438,24.864037017822262,-0.0106140019199753,0.0121432741781817,0.0121432741781817,0.0300965586872614,1,Bull,Bull
1993-05-19,25.10536193847656,0.0203297155934086,0.0074267683572535,-0.0110614362616518,24.860154571533204,0.0098634691203463,0.0219545794608892,0.0219545794608892,0.0335842221077096,1,Bull,Bull
1993-05-20,25.175064086914062,0.0027725378878906,0.0067413061404321,-0.0083157621409526,24.85662567138672,0.0128110074045129,0.027364750912314,0.027364750912314,0.0380325498125393,1,Bull,Bull
1993-05-21,24.94856643676757,-0.0090376211557494,0.0070290462629346,-0.0172378506324428,24.84995410919189,0.003968310248879,0.0268669644692786,0.0268669644692786,0.0380511422648431,1,Bull,Bull
1993-05-24,25.053096771240234,0.0041810803899103,0.0067255765969852,-0.0131202410519153,24.85057548522949,0.0081495612096032,0.0239980181357013,0.0239980181357013,0.0348900179805366,1,Bull,Bull
1993-05-25,25.10536193847656,0.0020840028779484,0.0063852943903482,-0.0110614362616518,24.84981456756592,0.0102836731524018,0.0247183161570605,0.0247183161570605,0.03540486968964,1,Bull,Bull
1993-05-26,25.41897201538086,0.0124143785802452,0.0067891818062445,0.0,24.85532585144043,0.0226770780358835,0.0281243417496066,0.0281243417496066,0.0390008096554887,1,Bull,Bull
1993-05-27,25.33185386657715,-0.003433175041363,0.0068732315990781,-0.0034272884344416,24.86221591949463,0.0188896254703616,0.0304166822505174,0.0304166822505174,0.0411746394954601,1,Bull,Bull
1993-05-28,25.20989799499512,-0.0048259549297129,0.0070241351525243,-0.0082251170605652,24.863545722961423,0.0139301238806756,0.0302857320111495,0.0302857320111495,0.0412814071194491,1,Bull,Bull
1993-06-01,25.453807830810547,0.0096286568960783,0.00718325998824,0.0,24.870514640808107,0.0234532014486487,0.0351196231698623,0.0351196231698623,0.0445493882613369,1,Bull,Bull
1993-06-02,25.41897201538086,-0.0013695269250022,0.0071938738042694,-0.0013685895509716,24.87957447052002,0.0216803364342093,0.0397045580068026,0.0397045580068026,0.04732154880486,1,Bull,Bull
1993-06-03,25.33185386657715,-0.003433175041363,0.0072577862527734,-0.0047911874342737,24.88584640502929,0.0179221335006598,0.0432023155958126,0.0432023155958126,0.0489728381492738,1,Bull,Bull
1993-06-04,25.244747161865234,-0.0034445490233347,0.0072556529927993,-0.0082133357152266,24.890376205444337,0.0142372679904848,0.0433724654348269,0.0433724654348269,0.0492133278079007,1,Bull,Bull
1993-06-07,25.15762519836425,-0.0034570614909354,0.0072915866889847,-0.0116360834659786,24.89002742767334,0.0107512043314743,0.0407654425255334,0.0407654425255334,0.0483558161972422,1,Bull,Bull
1993-06-08,24.93115234375,-0.0090429197529728,0.0076114611706535,-0.0205334891555164,24.88793708801269,0.00173639364261,0.0350933003246327,0.0350933003246327,0.0479668421961375,1,Bull,Bull
1993-06-09,25.01825714111328,0.0034877243418259,0.0075936813565993,-0.0171114158082883,24.885498123168944,0.0053347944769783,0.032080319053248,0.032080319053248,0.0474051692687903,1,Bull,Bull
1993-06-10,25.035669326782227,0.000695737081984,0.0075837282974851,-0.0164273458339771,24.88201354980469,0.0061753755044774,0.0285564996246102,0.0285564996246102,0.046731070784926,1,Bull,Bull
1993-06-11,25.14020538330078,0.0041667916451921,0.0070367457783118,-0.0123204531751892,24.88096797943115,0.010419104436931,0.0215614075051209,0.0215614075051209,0.0424092129172113,1,Bull,Bull
1993-06-14,25.10536193847656,-0.0013869263406414,0.0070479930554283,-0.0136893424610604,24.88096797943115,0.0090186989200304,0.0129026384281925,0.0129026384281925,0.0368948378821445,1,Bull,Bull
1993-06-15,25.053096771240234,-0.0020840028779484,0.0070600553271004,-0.0157426763898669,24.890375862121584,0.0065375030903523,0.0040080995487986,0.0040080995487986,0.0319573205938132,1,Bull,Bull
1993-06-16,25.10536193847656,0.0020840028779484,0.0070546733414013,-0.0136893424610604,24.89838966369629,0.0083126771480346,-0.0050697197591456,0.0050697197591456,0.0246885159094046,1,Bull,Bull
1993-06-17,25.19248390197754,0.0034642458011634,0.0054501008336524,-0.0102665947103084,24.9095401763916,0.0113588498054292,-0.0056853416270785,0.0056853416270785,0.0245067719523847,1,Bull,Bull
1993-06-18,24.98501777648925,-0.0082693358892452,0.0057252550401174,-0.0184172858315464,24.91479915618897,0.002818349843404,-0.0082952155206439,0.0082952155206439,0.0255947636728357,1,Bull,Bull
1993-06-21,25.03766441345215,0.0021049113760525,0.0053694065683182,-0.0163489651577662,24.921807861328126,0.0046488020760243,-0.0134434893615272,0.0134434893615272,0.0247257734627501,1,Bull,Bull
1993-06-22,25.05518913269043,0.0006996894252428,0.0052886334001656,-0.0156604740936878,24.92219825744629,0.0053362417660891,-0.0168249130249032,0.0168249130249032,0.0246957040244342,1,Bull,Bull
1993-06-23,24.827098846435547,-0.0091452050490588,0.0056405671261815,-0.0246214235819129,24.91698112487793,-0.0036072699975937,-0.0226426762745797,0.0226426762745797,0.0277166620694662,1,Bull,Bull
1993-06-24,25.16048622131348,0.0133390047823391,0.0057551076585362,-0.0115236828786778,24.9191289138794,0.0096856237739375,-0.0183275839439911,0.0183275839439911,0.0254817938655983,1,Bull,Bull
1993-06-25,25.14292526245117,-0.0006982015357496,0.0057143689831496,-0.0122135976835289,24.920925483703613,0.0089081675113842,-0.0152502117300393,0.0152502117300393,0.02446887764168,1,Bull,Bull
1993-06-28,25.42365074157715,0.0111033170673647,0.0061544069447313,-0.0011847771238727,24.92833656311036,0.0198695238734771,-0.0098039913894546,0.0098039913894546,0.0261999400410163,1,Bull,Bull
1993-06-29,25.300840377807617,-0.0048422606526147,0.0058586054843851,-0.0060096098006118,24.935382041931152,0.0146562156241244,-0.0025824295847049,0.0025824295847049,0.0244229171720192,1,Bull,Bull
1993-06-30,25.300840377807617,0.0,0.0058534651782232,-0.0060096098006118,24.944866523742675,0.0142704252887512,0.0043191192741673,0.0043191192741673,0.0229162751333665,1,Bull,Bull
1993-07-01,25.230648040771484,-0.0027781640469879,0.0058364246805709,-0.0087672458094438,24.95329582214356,0.0111148531482485,0.0090200123034021,0.0090200123034021,0.0220506154060074,1,Bull,Bull
1993-07-02,25.09029769897461,-0.0055782220969204,0.0059177835077601,-0.0142811690200602,24.9651900100708,0.0050112852677405,0.0104927206397948,0.0104927206397948,0.0217129157080275,1,Bull,Bull
1993-07-06,24.827098846435547,-0.010545473517431,0.0063152966320266,-0.0246214235819129,24.97391086578369,-0.0058786154934703,0.0070620902498856,0.0070620902498856,0.024176814457396,1,Bull,Bull
1993-07-07,24.89728736877441,0.0028231044884689,0.0060377104942291,-0.0218639374405308,24.98786853790283,-0.0036250058299699,0.0015552979662898,0.0015552979662898,0.0244555671511519,1,Bull,Bull
1993-07-08,25.17802047729492,0.0112125541217467,0.0065060640496487,-0.0108348171459753,25.00221416473389,0.007031629734978,0.0014852423416931,0.0014852423416931,0.0241624385364765,1,Bull,Bull
1993-07-09,25.248188018798828,0.0027829808698203,0.0065291370151952,-0.0080781552755665,25.01900821685791,0.0091602272941617,0.0024522637962391,0.0024522637962391,0.0244670472277384,1,Bull,Bull
1993-07-12,25.230648040771484,-0.0006949438656846,0.0064726610354886,-0.0087672458094438,25.03336097717285,0.007880965875039,0.0044997064690829,0.0044997064690829,0.0248144884246091,1,Bull,Bull
1993-07-13,25.213109970092773,-0.0006953514994498,0.0064656955593741,-0.0094562614095962,25.046665954589844,0.006645356144594,0.0056104416237731,0.0056104416237731,0.0250431337289633,1,Bull,Bull
1993-07-14,25.300840377807617,0.0034735155464377,0.0064811346207063,-0.0060096098006118,25.05858932495117,0.0096673858897249,0.0069872017193554,0.0069872017193554,0.0255471208631206,1,Bull,Bull
1993-07-15,25.195566177368164,-0.0041695780013065,0.006550763680905,-0.0101455018109233,25.066665267944337,0.0051423238011905,0.0073127373716881,0.0073127373716881,0.0257043017177291,1,Bull,Bull
1993-07-16,25.12537384033203,-0.0027897882089062,0.0065349543041067,-0.0129031378197553,25.071943359375,0.0021310865372968,0.0078754898300736,0.0078754898300736,0.0257110431484045,1,Bull,Bull
1993-07-19,25.107845306396484,-0.0006978861775025,0.0062520117088877,-0.0135917787512834,25.078613662719725,0.0011656004622062,0.0050129711179802,0.0050129711179802,0.0251146990190318,1,Bull,Bull
1993-07-20,25.17802047729492,0.0027910513365915,0.0062646235270144,-0.0108348171459753,25.0877326965332,0.0035988816468135,0.0037995144836882,0.0037995144836882,0.0247425086419541,1,Bull,Bull
1993-07-21,25.16048622131348,-0.0006966538278767,0.0062674745151104,-0.0115236828786778,25.09545581817627,0.0025913218555731,0.0024012128213289,0.0024012128213289,0.0244953182369291,1,Bull,Bull
1993-07-22,24.98501777648925,-0.0069984005345757,0.0061153627447835,-0.0184172858315464,25.097578773498537,-0.0044849345040462,-0.0052635479690437,0.0052635479690437,0.0223583344464604,1,Bull,Bull
1993-07-23,25.107845306396484,0.0049040030258607,0.0054215292252518,-0.0135917787512834,25.1028549194336,0.0001987975861274,-0.0061470906537282,0.0061470906537282,0.0223416142679746,1,Bull,Bull
1993-07-26,25.248188018798828,0.0055740322064119,0.0055649067830897,-0.0080781552755665,25.116861457824708,0.0052286214658881,-0.0052238564742239,0.0052238564742239,0.0224087321034615,1,Bull,Bull
1993-07-27,25.230648040771484,-0.0006949438656846,0.0049394439907248,-0.0087672458094438,25.13086574554444,0.0039705076712186,-0.0002769757034192,0.0002769757034192,0.0204660692506182,1,Bull,Bull
1993-07-28,25.17802047729492,-0.0020880370041357,0.0048460292487336,-0.0108348171459753,25.142075271606444,0.0014296833216893,0.0022692013503905,0.0022692013503905,0.0198239209959644,1,Bull,Bull
1993-07-29,25.31838035583496,0.00555921759603,0.0050171331320469,-0.0053205192667345,25.15644027709961,0.0064373208988065,0.0070052111059195,0.0070052111059195,0.0198972270972908,1,Bull,Bull
1993-07-30,25.17802047729492,-0.0055592175960299,0.005136318545966,-0.0108348171459753,25.157893447875978,0.0008000284070143,0.0086014037741749,0.0086014037741749,0.0198218393872695,1,Bull,Bull
1993-08-02,25.248188018798828,0.0027829808698203,0.0050059563523608,-0.0080781552755665,25.15935592651368,0.0035307776774818,0.0090630710573119,0.0090630710573119,0.0199280686132399,1,Bull,Bull
1993-08-03,25.2657413482666,0.0006949896946943,0.0043044631074111,-0.0073885402056151,25.165699424743654,0.0039753285547304,0.0053822997817411,0.0053822997817411,0.0159668519179769,1,Bull,Bull
1993-08-04,25.2657413482666,0.0,0.0042834781479233,-0.0073885402056151,25.16995231628418,0.0038056898471137,0.0021501555478655,0.0021501555478655,0.0122665740403067,1,Bull,Bull
1993-08-05,25.213109970092773,-0.0020852850598286,0.003538778831973,-0.0094562614095962,25.172107276916503,0.0016288939469867,0.0020446963776316,0.0020446963776316,0.012278913050063,1,Bull,Bull
1993-08-06,25.248188018798828,0.0013902953651345,0.0034960208518667,-0.0080781552755665,25.168691596984864,0.0031585440787667,0.0034954945843911,0.0034954945843911,0.0122618535957487,1,Bull,Bull
1993-08-09,25.388551712036133,0.0055439609064733,0.0037029677504409,-0.002563707528876,25.169825553894043,0.0086900148621908,0.0066745413873426,0.0066745413873426,0.0138674687255069,1,Bull,Bull
1993-08-10,25.37101936340332,-0.0006907997431248,0.0037029027219713,-0.0032524983278539,25.173047981262208,0.007864418416414,0.0090887600317927,0.0090887600317927,0.0150246079126113,1,Bull,Bull
1993-08-11,25.37101936340332,0.0,0.0036275146005501,-0.0032524983278539,25.171392211914064,0.0079307155444016,0.01265073790586,0.01265073790586,0.0157317005089841,1,Bull,Bull
1993-08-12,25.300840377807617,-0.0027699409820451,0.0035527597376707,-0.0060096098006118,25.1690295791626,0.0052370234708669,0.013442402316215,0.013442402316215,0.0160047540494671,1,Bull,Bull
1993-08-13,25.335918426513672,0.0013854778680751,0.0034894126476947,-0.004631503666582,25.16911087036133,0.0066274711495181,0.0134685745812895,0.0134685745812895,0.015997627235361,1,Bull,Bull
1993-08-16,25.476287841796875,0.0055250414287927,0.0036581119095059,0.0,25.17374168395996,0.0120183229666525,0.0149066494819805,0.0149066494819805,0.0172866287498624,1,Bull,Bull
1993-08-17,25.564022064208984,0.003437843891735,0.0036800995803877,0.0,25.181869621276856,0.0151756977809636,0.0181520505059029,0.0181520505059029,0.0201028914754801,1,Bull,Bull
1993-08-18,25.70438003540039,0.0054754318881899,0.0038080196659556,0.0,25.197334175109862,0.0201229962172503,0.0225452552164396,0.0225452552164396,0.0245406909254655,1,Bull,Bull
1993-08-19,25.70438003540039,0.0,0.0033176207149495,0.0,25.211056632995607,0.0195677400430386,0.0233500201002988,0.0233500201002988,0.0255208270854958,1,Bull,Bull
1993-08-20,25.72193145751953,0.0006825853261135,0.0032170083445714,0.0,25.22478187561035,0.0197087762487203,0.0252631538792656,0.0252631538792656,0.0273836226050801,1,Bull,Bull
1993-08-23,25.66930389404297,-0.0020481150730576,0.0031226816389155,-0.0020460191165456,25.235363845825194,0.0171957119726475,0.0277169650658622,0.0277169650658622,0.0289959057599714,1,Bull,Bull
1993-08-24,25.95003318786621,0.0108770115011239,0.003820036257801,0.0,25.25225727081299,0.027632219550516,0.0332709907589097,0.0332709907589097,0.0339843015613147,1,Bull,Bull
1993-08-25,25.967573165893555,0.0006756851837565,0.003736067684319,0.0,25.270546798706054,0.0275825597577964,0.0371628438619737,0.0371628438619737,0.0375308219573106,1,Bull,Bull
1993-08-26,25.98512077331543,0.0006755225478662,0.0036175319043262,0.0,25.28814197540284,0.0275614870634042,0.0423342884035036,0.0423342884035036,0.0411414889152905,1,Bull,Bull
1993-08-27,25.967573165893555,-0.0006755225478663,0.0032791903201518,-0.0006752944338782,25.30364376068115,0.0262384900566799,0.0440362270613354,0.0440362270613354,0.042503022232152,1,Bull,Bull
1993-08-30,26.07286262512207,0.0040464535430444,0.0033162791005184,0.0,25.32540065765381,0.0295143195392,0.0471629121249772,0.0471629121249772,0.0447700477745843,1,Bull,Bull
1993-08-31,26.143022537231445,0.0026873030731336,0.0033173636807907,0.0,25.3475078201294,0.0313843365883214,0.0503289272910668,0.0503289272910668,0.0471295064474114,1,Bull,Bull
1993-09-01,26.10793685913086,-0.0013429680059156,0.0033669482105256,-0.0013420666279355,25.3685627746582,0.0291452886409178,0.0516744986512603,0.0516744986512603,0.0481691513001415,1,Bull,Bull
1993-09-02,26.02020263671875,-0.0033661015375192,0.003452615033669,-0.0046979992591821,25.39242485046387,0.0247230341313154,0.0496692428015221,0.0496692428015221,0.0469262991855176,1,Bull,Bull
1993-09-03,26.03776359558105,0.0006746694425229,0.0034583384356631,-0.0040262728420361,25.40997039794922,0.0247065694213677,0.047255048536716,0.047255048536716,0.045184696390616,1,Bull,Bull
1993-09-07,25.86230659484864,-0.006761365390132,0.0037874026010485,-0.0107377003551532,25.42435802459717,0.0172255507819614,0.0433632628361974,0.0433632628361974,0.0437616897223075,1,Bull,Bull
1993-09-08,25.774566650390625,-0.0033983478620784,0.003895035614502,-0.0140938518610878,25.43137634277344,0.0134947595046191,0.0372288094427351,0.0372288094427351,0.041466475540337,1,Bull,Bull
1993-09-09,25.82721328735352,0.0020404976453591,0.0039000010431946,-0.0120800588160059,25.441903800964354,0.0151446797929705,0.0312396128374826,0.0312396128374826,0.0385108835827725,1,Bull,Bull
1993-09-10,26.055286407470703,0.0087919661004205,0.0041759190784958,-0.0033560055894758,25.45699272155762,0.0235021352465735,0.026714508515551,0.026714508515551,0.0342873784061342,1,Bull,Bull
1993-09-13,26.07286262512207,0.0006743465342086,0.0041796948635549,-0.0026836955064953,25.47383701324463,0.023515327179254,0.0218598516363838,0.0218598516363838,0.0296533946421179,1,Bull,Bull
1993-09-14,25.967573165893555,-0.0040464535430444,0.0042341810388503,-0.0067111356802001,25.49138252258301,0.0186804557535741,0.0166092320492388,0.0166092320492388,0.0259276729280633,1,Bull,Bull
1993-09-15,26.03776359558105,0.0026993565152664,0.0042145644883387,-0.0040262728420361,25.51559581756592,0.0204646515703017,0.0130078351587276,0.0130078351587276,0.0229716804772765,1,Bull,Bull
1993-09-16,25.93249893188477,-0.0040509630903899,0.004210720554353,-0.0080527645587598,25.536300048828124,0.0155151248340233,0.0094064425705071,0.0094064425705071,0.0215308857495273,1,Bull,Bull
1993-09-17,25.88219451904297,-0.0019417051533588,0.0042436980981497,-0.0099769648982637,25.550383529663087,0.0129865365423834,0.0047433795785542,0.0047433795785542,0.0199014643775346,1,Bull,Bull
1993-09-20,25.670352935791016,-0.0082185182341419,0.0046533713095109,-0.0180801435934685,25.55882682800293,0.0043635065309764,-0.0029362542288648,0.0029362542288648,0.0208876469184276,1,Bull,Bull
1993-09-21,25.582077026367188,-0.0034447536158406,0.0046944374051056,-0.0214567963618357,25.56585540771484,0.0006345032620128,-0.0126303722983917,0.0126303722983917,0.022620037510949,1,Bull,Bull
1993-09-22,25.793914794921875,0.0082466133139108,0.0043960092721133,-0.0133537635830895,25.577471504211427,0.0084622629987021,-0.0147345005121451,0.0147345005121451,0.0230422504680397,1,Bull,Bull
1993-09-23,25.93516731262207,0.005461255565347,0.0045784649241624,-0.0079506959959721,25.59015804290772,0.0134821078141006,-0.0143090240937438,0.0143090240937438,0.0228916948716481,1,Bull,Bull
1993-09-24,25.864551544189453,-0.0027264940326385,0.0046126737224136,-0.0106518285192696,25.60353775024414,0.0101944425216325,-0.0145665462752037,0.0145665462752037,0.0230107401974812,1,Bull,Bull
1993-09-27,26.147016525268555,0.010861728211333,0.0052339453021315,0.0,25.62397060394288,0.0204123681458329,-0.0108846148153894,0.0108846148153894,0.0239214212114281,1,Bull,Bull
1993-09-28,26.094053268432617,-0.0020276489432933,0.0051838071028324,-0.0020255946518698,25.6436947631836,0.0175621535589169,-0.006566675802819,0.006566675802819,0.0241264381120271,1,Bull,Bull
1993-09-29,26.005788803100582,-0.0033882847342985,0.0051985427809373,-0.0054012939499804,25.66025012969971,0.0134659121269024,-0.0024337352666645,0.0024337352666645,0.0232180669940944,1,Bull,Bull
1993-09-30,25.952823638916016,-0.0020387450719319,0.0052084678402825,-0.007426961548935,25.67609687805176,0.0107776023037522,0.0005949421932816,0.0005949421932816,0.0224103157896157,1,Bull,Bull
1993-10-01,26.07639503479004,0.0047500858699134,0.0052726207041445,-0.0027009387633295,25.69792442321777,0.0147276723730388,0.0042369010753194,0.0042369010753194,0.0226787950883399,1,Bull,Bull
1993-10-04,26.111719131469727,0.0013537221123424,0.0052786456289968,-0.0013499587520708,25.71800189971924,0.0153090132462735,0.0085762683610268,0.0085762683610268,0.0232227307181861,1,Bull,Bull
1993-10-05,26.07639503479004,-0.0013537221123424,0.0050395201292976,-0.0027009387633295,25.734566040039063,0.0132828738677443,0.0095294206662275,0.0095294206662275,0.0236127655357077,1,Bull,Bull
1993-10-06,26.05873107910156,-0.0006776220825011,0.0049674510927468,-0.0033765017160438,25.751127700805664,0.0119452391316544,0.0085229256995631,0.0085229256995631,0.0231242811592162,1,Bull,Bull
1993-10-07,25.98813247680664,-0.0027128876082277,0.005005860553261,-0.0060765651143551,25.7673299407959,0.0085690887072143,0.0069118270300374,0.0069118270300374,0.0227188269274548,1,Bull,Bull
1993-10-08,26.023447036743164,0.0013579501216293,0.0046027095060367,-0.0047259498385206,25.78143127441406,0.0093872120501426,0.0091643928585188,0.0091643928585188,0.0225569186010195,1,Bull,Bull
1993-10-11,26.07639503479004,0.0020325595690997,0.0046241024921556,-0.0027009387633295,25.799398765563964,0.0107365397055608,0.0124987566381465,0.0124987566381465,0.0225326517531341,1,Bull,Bull
1993-10-12,26.111719131469727,0.0013537221123424,0.0045317109461918,-0.0013499587520708,25.816669387817385,0.0114286525198162,0.01466997333039,0.01466997333039,0.0230662726568422,1,Bull,Bull
1993-10-13,26.111719131469727,0.0,0.0044958173249218,-0.0013499587520708,25.833588943481445,0.0107662233302841,0.0177326991145768,0.0177326991145768,0.0234660709835581,1,Bull,Bull
1993-10-14,26.44715881347656,0.0127645128518936,0.0051893119383176,0.0,25.857217292785645,0.0228153522481134,0.0238141353865304,0.0238141353865304,0.0280599801529671,1,Bull,Bull
1993-10-15,26.5883903503418,0.0053259322448575,0.0052280741380691,0.0,25.884722900390624,0.0271846622681271,0.0303449602055364,0.0303449602055364,0.0338283908666517,1,Bull,Bull
1993-10-18,26.517793655395508,-0.002658701160836,0.0048250159488258,-0.0026551699450803,25.91011501312256,0.0234533363501157,0.0314604450885506,0.0314604450885506,0.0350106042894814,1,Bull,Bull
1993-10-19,26.32357788085937,-0.0073509314177754,0.0051115386242904,-0.0099597029377532,25.928815536499023,0.0152248506610205,0.0271332418111925,0.0271332418111925,0.0313781372348272,1,Bull,Bull
1993-10-20,26.35887718200684,0.0013400782627884,0.0048534684064415,-0.0086320820971402,25.94857269287109,0.015812218035733,0.0255400822574922,0.0255400822574922,0.030156363441674,1,Bull,Bull
1993-10-21,26.32357788085937,-0.0013400782627884,0.0047680993827825,-0.0099597029377532,25.96762386322021,0.0137076083477672,0.0248233823847947,0.0248233823847947,0.0298219679997423,1,Bull,Bull
1993-10-22,26.199989318847656,-0.0047060318516442,0.0048635070632504,-0.0146079182070211,25.98560684204101,0.0082500469629133,0.0206420697663954,0.0206420697663954,0.0279881703378997,1,Bull,Bull
1993-10-25,26.27061653137207,0.0026920693609053,0.004266641575212,-0.0119516004836165,26.004300804138182,0.0102412185291868,0.0214252730061236,0.0214252730061236,0.0280532762846541,1,Bull,Bull
1993-10-26,26.252954483032227,-0.0006725380115804,0.0042394788635063,-0.0126158771888671,26.01983413696289,0.0089593325169652,0.0209340346486938,0.0209340346486938,0.0279589559041958,1,Bull,Bull
1993-10-27,26.27061653137207,0.0006725380115804,0.0041496505712216,-0.0119516004836165,26.03396602630616,0.0090900673691742,0.0190625126200505,0.0190625126200505,0.0272109503966545,1,Bull,Bull
1993-10-28,26.46480941772461,0.0073648315385968,0.0043728087740847,-0.0046479283246871,26.04917461395264,0.0159557763319436,0.018730645430715,0.018730645430715,0.0267586242825654,1,Bull,Bull
1993-10-29,26.46480941772461,0.0,0.0042851992439454,-0.0046479283246871,26.06438320159912,0.0153629653549952,0.0195800021178732,0.0195800021178732,0.0272470477522461,1,Bull,Bull
1993-11-01,26.53542137145996,0.002664592001316,0.0043050711381176,-0.0019921844904446,26.08065299987793,0.0174370009671214,0.0214117681173444,0.0214117681173444,0.0282874804595628,1,Bull,Bull
